"district_en","day","case"
"Central & Western","2020-03-09","2"
"Wan Chai","2020-03-09","5"
"Eastern","2020-03-09","3"
"Southern","2020-03-09","4"
"Yau Tsim Mong","2020-03-09","0"
"Sham Shui Po","2020-03-09","1"
"Kowloon City","2020-03-09","0"
"Wong Tai Sin","2020-03-09","0"
"Kwun Tong","2020-03-09","2"
"Kwai Tsing","2020-03-09","0"
"Tsuen Wan","2020-03-09","0"
"Tuen Mun","2020-03-09","0"
"Yuen Long","2020-03-09","1"
"North","2020-03-09","0"
"Tai Po","2020-03-09","0"
"Sha Tin","2020-03-09","0"
"Sai Kung","2020-03-09","1"
"Islands","2020-03-09","0"
"Central & Western","2020-03-10","2"
"Wan Chai","2020-03-10","5"
"Eastern","2020-03-10","3"
"Southern","2020-03-10","4"
"Yau Tsim Mong","2020-03-10","0"
"Sham Shui Po","2020-03-10","1"
"Kowloon City","2020-03-10","0"
"Wong Tai Sin","2020-03-10","0"
"Kwun Tong","2020-03-10","1"
"Kwai Tsing","2020-03-10","0"
"Tsuen Wan","2020-03-10","0"
"Tuen Mun","2020-03-10","1"
"Yuen Long","2020-03-10","1"
"North","2020-03-10","0"
"Tai Po","2020-03-10","1"
"Sha Tin","2020-03-10","0"
"Sai Kung","2020-03-10","1"
"Islands","2020-03-10","0"
"Central & Western","2020-03-11","2"
"Wan Chai","2020-03-11","5"
"Eastern","2020-03-11","2"
"Southern","2020-03-11","3"
"Yau Tsim Mong","2020-03-11","0"
"Sham Shui Po","2020-03-11","1"
"Kowloon City","2020-03-11","0"
"Wong Tai Sin","2020-03-11","0"
"Kwun Tong","2020-03-11","3"
"Kwai Tsing","2020-03-11","1"
"Tsuen Wan","2020-03-11","1"
"Tuen Mun","2020-03-11","1"
"Yuen Long","2020-03-11","1"
"North","2020-03-11","0"
"Tai Po","2020-03-11","1"
"Sha Tin","2020-03-11","1"
"Sai Kung","2020-03-11","2"
"Islands","2020-03-11","0"
"Central & Western","2020-03-12","3"
"Wan Chai","2020-03-12","3"
"Eastern","2020-03-12","1"
"Southern","2020-03-12","3"
"Yau Tsim Mong","2020-03-12","0"
"Sham Shui Po","2020-03-12","1"
"Kowloon City","2020-03-12","0"
"Wong Tai Sin","2020-03-12","0"
"Kwun Tong","2020-03-12","3"
"Kwai Tsing","2020-03-12","1"
"Tsuen Wan","2020-03-12","1"
"Tuen Mun","2020-03-12","1"
"Yuen Long","2020-03-12","1"
"North","2020-03-12","0"
"Tai Po","2020-03-12","1"
"Sha Tin","2020-03-12","1"
"Sai Kung","2020-03-12","2"
"Islands","2020-03-12","0"
"Central & Western","2020-03-13","4"
"Wan Chai","2020-03-13","4"
"Eastern","2020-03-13","0"
"Southern","2020-03-13","4"
"Yau Tsim Mong","2020-03-13","0"
"Sham Shui Po","2020-03-13","1"
"Kowloon City","2020-03-13","0"
"Wong Tai Sin","2020-03-13","0"
"Kwun Tong","2020-03-13","3"
"Kwai Tsing","2020-03-13","1"
"Tsuen Wan","2020-03-13","1"
"Tuen Mun","2020-03-13","1"
"Yuen Long","2020-03-13","1"
"North","2020-03-13","0"
"Tai Po","2020-03-13","2"
"Sha Tin","2020-03-13","1"
"Sai Kung","2020-03-13","1"
"Islands","2020-03-13","0"
"Central & Western","2020-03-14","4"
"Wan Chai","2020-03-14","4"
"Eastern","2020-03-14","1"
"Southern","2020-03-14","4"
"Yau Tsim Mong","2020-03-14","0"
"Sham Shui Po","2020-03-14","1"
"Kowloon City","2020-03-14","0"
"Wong Tai Sin","2020-03-14","0"
"Kwun Tong","2020-03-14","3"
"Kwai Tsing","2020-03-14","2"
"Tsuen Wan","2020-03-14","1"
"Tuen Mun","2020-03-14","1"
"Yuen Long","2020-03-14","1"
"North","2020-03-14","0"
"Tai Po","2020-03-14","2"
"Sha Tin","2020-03-14","1"
"Sai Kung","2020-03-14","2"
"Islands","2020-03-14","0"
"Central & Western","2020-03-15","4"
"Wan Chai","2020-03-15","4"
"Eastern","2020-03-15","2"
"Southern","2020-03-15","6"
"Yau Tsim Mong","2020-03-15","0"
"Sham Shui Po","2020-03-15","0"
"Kowloon City","2020-03-15","0"
"Wong Tai Sin","2020-03-15","0"
"Kwun Tong","2020-03-15","2"
"Kwai Tsing","2020-03-15","2"
"Tsuen Wan","2020-03-15","1"
"Tuen Mun","2020-03-15","1"
"Yuen Long","2020-03-15","1"
"North","2020-03-15","1"
"Tai Po","2020-03-15","2"
"Sha Tin","2020-03-15","1"
"Sai Kung","2020-03-15","3"
"Islands","2020-03-15","0"
"Central & Western","2020-03-16","6"
"Wan Chai","2020-03-16","4"
"Eastern","2020-03-16","2"
"Southern","2020-03-16","5"
"Yau Tsim Mong","2020-03-16","2"
"Sham Shui Po","2020-03-16","0"
"Kowloon City","2020-03-16","1"
"Wong Tai Sin","2020-03-16","1"
"Kwun Tong","2020-03-16","2"
"Kwai Tsing","2020-03-16","2"
"Tsuen Wan","2020-03-16","1"
"Tuen Mun","2020-03-16","2"
"Yuen Long","2020-03-16","1"
"North","2020-03-16","1"
"Tai Po","2020-03-16","3"
"Sha Tin","2020-03-16","2"
"Sai Kung","2020-03-16","3"
"Islands","2020-03-16","0"
"Central & Western","2020-03-17","7"
"Wan Chai","2020-03-17","5"
"Eastern","2020-03-17","2"
"Southern","2020-03-17","6"
"Yau Tsim Mong","2020-03-17","3"
"Sham Shui Po","2020-03-17","0"
"Kowloon City","2020-03-17","1"
"Wong Tai Sin","2020-03-17","2"
"Kwun Tong","2020-03-17","2"
"Kwai Tsing","2020-03-17","2"
"Tsuen Wan","2020-03-17","1"
"Tuen Mun","2020-03-17","3"
"Yuen Long","2020-03-17","1"
"North","2020-03-17","1"
"Tai Po","2020-03-17","3"
"Sha Tin","2020-03-17","2"
"Sai Kung","2020-03-17","3"
"Islands","2020-03-17","0"
"Central & Western","2020-03-18","10"
"Wan Chai","2020-03-18","7"
"Eastern","2020-03-18","5"
"Southern","2020-03-18","7"
"Yau Tsim Mong","2020-03-18","5"
"Sham Shui Po","2020-03-18","1"
"Kowloon City","2020-03-18","1"
"Wong Tai Sin","2020-03-18","3"
"Kwun Tong","2020-03-18","3"
"Kwai Tsing","2020-03-18","2"
"Tsuen Wan","2020-03-18","1"
"Tuen Mun","2020-03-18","4"
"Yuen Long","2020-03-18","1"
"North","2020-03-18","1"
"Tai Po","2020-03-18","3"
"Sha Tin","2020-03-18","5"
"Sai Kung","2020-03-18","3"
"Islands","2020-03-18","0"
"Central & Western","2020-03-19","13"
"Wan Chai","2020-03-19","7"
"Eastern","2020-03-19","5"
"Southern","2020-03-19","9"
"Yau Tsim Mong","2020-03-19","8"
"Sham Shui Po","2020-03-19","1"
"Kowloon City","2020-03-19","2"
"Wong Tai Sin","2020-03-19","3"
"Kwun Tong","2020-03-19","3"
"Kwai Tsing","2020-03-19","3"
"Tsuen Wan","2020-03-19","1"
"Tuen Mun","2020-03-19","4"
"Yuen Long","2020-03-19","2"
"North","2020-03-19","1"
"Tai Po","2020-03-19","3"
"Sha Tin","2020-03-19","6"
"Sai Kung","2020-03-19","6"
"Islands","2020-03-19","0"
"Central & Western","2020-03-20","17"
"Wan Chai","2020-03-20","10"
"Eastern","2020-03-20","6"
"Southern","2020-03-20","8"
"Yau Tsim Mong","2020-03-20","8"
"Sham Shui Po","2020-03-20","1"
"Kowloon City","2020-03-20","2"
"Wong Tai Sin","2020-03-20","3"
"Kwun Tong","2020-03-20","3"
"Kwai Tsing","2020-03-20","4"
"Tsuen Wan","2020-03-20","2"
"Tuen Mun","2020-03-20","4"
"Yuen Long","2020-03-20","2"
"North","2020-03-20","1"
"Tai Po","2020-03-20","3"
"Sha Tin","2020-03-20","8"
"Sai Kung","2020-03-20","6"
"Islands","2020-03-20","1"
"Central & Western","2020-03-21","20"
"Wan Chai","2020-03-21","13"
"Eastern","2020-03-21","9"
"Southern","2020-03-21","12"
"Yau Tsim Mong","2020-03-21","10"
"Sham Shui Po","2020-03-21","4"
"Kowloon City","2020-03-21","6"
"Wong Tai Sin","2020-03-21","4"
"Kwun Tong","2020-03-21","4"
"Kwai Tsing","2020-03-21","5"
"Tsuen Wan","2020-03-21","4"
"Tuen Mun","2020-03-21","5"
"Yuen Long","2020-03-21","4"
"North","2020-03-21","2"
"Tai Po","2020-03-21","3"
"Sha Tin","2020-03-21","10"
"Sai Kung","2020-03-21","7"
"Islands","2020-03-21","2"
"Central & Western","2020-03-22","23"
"Wan Chai","2020-03-22","21"
"Eastern","2020-03-22","14"
"Southern","2020-03-22","16"
"Yau Tsim Mong","2020-03-22","13"
"Sham Shui Po","2020-03-22","5"
"Kowloon City","2020-03-22","8"
"Wong Tai Sin","2020-03-22","5"
"Kwun Tong","2020-03-22","5"
"Kwai Tsing","2020-03-22","6"
"Tsuen Wan","2020-03-22","7"
"Tuen Mun","2020-03-22","5"
"Yuen Long","2020-03-22","5"
"North","2020-03-22","4"
"Tai Po","2020-03-22","3"
"Sha Tin","2020-03-22","12"
"Sai Kung","2020-03-22","9"
"Islands","2020-03-22","2"
"Central & Western","2020-03-23","28"
"Wan Chai","2020-03-23","23"
"Eastern","2020-03-23","20"
"Southern","2020-03-23","18"
"Yau Tsim Mong","2020-03-23","16"
"Sham Shui Po","2020-03-23","5"
"Kowloon City","2020-03-23","12"
"Wong Tai Sin","2020-03-23","5"
"Kwun Tong","2020-03-23","6"
"Kwai Tsing","2020-03-23","9"
"Tsuen Wan","2020-03-23","7"
"Tuen Mun","2020-03-23","7"
"Yuen Long","2020-03-23","3"
"North","2020-03-23","4"
"Tai Po","2020-03-23","6"
"Sha Tin","2020-03-23","14"
"Sai Kung","2020-03-23","11"
"Islands","2020-03-23","4"
"Central & Western","2020-03-24","37"
"Wan Chai","2020-03-24","28"
"Eastern","2020-03-24","21"
"Southern","2020-03-24","21"
"Yau Tsim Mong","2020-03-24","18"
"Sham Shui Po","2020-03-24","5"
"Kowloon City","2020-03-24","13"
"Wong Tai Sin","2020-03-24","5"
"Kwun Tong","2020-03-24","6"
"Kwai Tsing","2020-03-24","9"
"Tsuen Wan","2020-03-24","6"
"Tuen Mun","2020-03-24","7"
"Yuen Long","2020-03-24","3"
"North","2020-03-24","4"
"Tai Po","2020-03-24","8"
"Sha Tin","2020-03-24","16"
"Sai Kung","2020-03-24","14"
"Islands","2020-03-24","6"
"Central & Western","2020-03-25","39"
"Wan Chai","2020-03-25","30"
"Eastern","2020-03-25","22"
"Southern","2020-03-25","24"
"Yau Tsim Mong","2020-03-25","20"
"Sham Shui Po","2020-03-25","5"
"Kowloon City","2020-03-25","14"
"Wong Tai Sin","2020-03-25","5"
"Kwun Tong","2020-03-25","6"
"Kwai Tsing","2020-03-25","10"
"Tsuen Wan","2020-03-25","7"
"Tuen Mun","2020-03-25","10"
"Yuen Long","2020-03-25","4"
"North","2020-03-25","5"
"Tai Po","2020-03-25","9"
"Sha Tin","2020-03-25","16"
"Sai Kung","2020-03-25","16"
"Islands","2020-03-25","8"
"Central & Western","2020-03-26","46"
"Wan Chai","2020-03-26","40"
"Eastern","2020-03-26","25"
"Southern","2020-03-26","23"
"Yau Tsim Mong","2020-03-26","27"
"Sham Shui Po","2020-03-26","7"
"Kowloon City","2020-03-26","17"
"Wong Tai Sin","2020-03-26","6"
"Kwun Tong","2020-03-26","6"
"Kwai Tsing","2020-03-26","10"
"Tsuen Wan","2020-03-26","6"
"Tuen Mun","2020-03-26","9"
"Yuen Long","2020-03-26","7"
"North","2020-03-26","6"
"Tai Po","2020-03-26","11"
"Sha Tin","2020-03-26","15"
"Sai Kung","2020-03-26","16"
"Islands","2020-03-26","9"
"Central & Western","2020-03-27","47"
"Wan Chai","2020-03-27","46"
"Eastern","2020-03-27","27"
"Southern","2020-03-27","26"
"Yau Tsim Mong","2020-03-27","37"
"Sham Shui Po","2020-03-27","9"
"Kowloon City","2020-03-27","19"
"Wong Tai Sin","2020-03-27","7"
"Kwun Tong","2020-03-27","14"
"Kwai Tsing","2020-03-27","11"
"Tsuen Wan","2020-03-27","7"
"Tuen Mun","2020-03-27","10"
"Yuen Long","2020-03-27","11"
"North","2020-03-27","6"
"Tai Po","2020-03-27","12"
"Sha Tin","2020-03-27","19"
"Sai Kung","2020-03-27","17"
"Islands","2020-03-27","9"
"Central & Western","2020-03-28","66"
"Wan Chai","2020-03-28","50"
"Eastern","2020-03-28","31"
"Southern","2020-03-28","29"
"Yau Tsim Mong","2020-03-28","43"
"Sham Shui Po","2020-03-28","9"
"Kowloon City","2020-03-28","22"
"Wong Tai Sin","2020-03-28","8"
"Kwun Tong","2020-03-28","16"
"Kwai Tsing","2020-03-28","12"
"Tsuen Wan","2020-03-28","7"
"Tuen Mun","2020-03-28","15"
"Yuen Long","2020-03-28","12"
"North","2020-03-28","7"
"Tai Po","2020-03-28","12"
"Sha Tin","2020-03-28","25"
"Sai Kung","2020-03-28","22"
"Islands","2020-03-28","10"
"Central & Western","2020-03-29","72"
"Wan Chai","2020-03-29","60"
"Eastern","2020-03-29","33"
"Southern","2020-03-29","30"
"Yau Tsim Mong","2020-03-29","48"
"Sham Shui Po","2020-03-29","10"
"Kowloon City","2020-03-29","26"
"Wong Tai Sin","2020-03-29","8"
"Kwun Tong","2020-03-29","21"
"Kwai Tsing","2020-03-29","12"
"Tsuen Wan","2020-03-29","7"
"Tuen Mun","2020-03-29","16"
"Yuen Long","2020-03-29","17"
"North","2020-03-29","10"
"Tai Po","2020-03-29","15"
"Sha Tin","2020-03-29","27"
"Sai Kung","2020-03-29","22"
"Islands","2020-03-29","13"
"Central & Western","2020-03-30","72"
"Wan Chai","2020-03-30","67"
"Eastern","2020-03-30","34"
"Southern","2020-03-30","33"
"Yau Tsim Mong","2020-03-30","55"
"Sham Shui Po","2020-03-30","12"
"Kowloon City","2020-03-30","26"
"Wong Tai Sin","2020-03-30","9"
"Kwun Tong","2020-03-30","22"
"Kwai Tsing","2020-03-30","15"
"Tsuen Wan","2020-03-30","7"
"Tuen Mun","2020-03-30","16"
"Yuen Long","2020-03-30","18"
"North","2020-03-30","10"
"Tai Po","2020-03-30","15"
"Sha Tin","2020-03-30","30"
"Sai Kung","2020-03-30","25"
"Islands","2020-03-30","17"
"Central & Western","2020-03-31","77"
"Wan Chai","2020-03-31","69"
"Eastern","2020-03-31","36"
"Southern","2020-03-31","37"
"Yau Tsim Mong","2020-03-31","55"
"Sham Shui Po","2020-03-31","14"
"Kowloon City","2020-03-31","26"
"Wong Tai Sin","2020-03-31","8"
"Kwun Tong","2020-03-31","25"
"Kwai Tsing","2020-03-31","15"
"Tsuen Wan","2020-03-31","9"
"Tuen Mun","2020-03-31","18"
"Yuen Long","2020-03-31","18"
"North","2020-03-31","10"
"Tai Po","2020-03-31","17"
"Sha Tin","2020-03-31","30"
"Sai Kung","2020-03-31","26"
"Islands","2020-03-31","18"
"Central & Western","2020-04-01","81"
"Wan Chai","2020-04-01","71"
"Eastern","2020-04-01","40"
"Southern","2020-04-01","43"
"Yau Tsim Mong","2020-04-01","58"
"Sham Shui Po","2020-04-01","15"
"Kowloon City","2020-04-01","28"
"Wong Tai Sin","2020-04-01","8"
"Kwun Tong","2020-04-01","28"
"Kwai Tsing","2020-04-01","16"
"Tsuen Wan","2020-04-01","10"
"Tuen Mun","2020-04-01","19"
"Yuen Long","2020-04-01","19"
"North","2020-04-01","10"
"Tai Po","2020-04-01","18"
"Sha Tin","2020-04-01","32"
"Sai Kung","2020-04-01","29"
"Islands","2020-04-01","24"
"Central & Western","2020-04-02","80"
"Wan Chai","2020-04-02","72"
"Eastern","2020-04-02","40"
"Southern","2020-04-02","46"
"Yau Tsim Mong","2020-04-02","60"
"Sham Shui Po","2020-04-02","15"
"Kowloon City","2020-04-02","33"
"Wong Tai Sin","2020-04-02","9"
"Kwun Tong","2020-04-02","27"
"Kwai Tsing","2020-04-02","18"
"Tsuen Wan","2020-04-02","13"
"Tuen Mun","2020-04-02","17"
"Yuen Long","2020-04-02","20"
"North","2020-04-02","11"
"Tai Po","2020-04-02","19"
"Sha Tin","2020-04-02","31"
"Sai Kung","2020-04-02","31"
"Islands","2020-04-02","24"
"Central & Western","2020-04-03","84"
"Wan Chai","2020-04-03","80"
"Eastern","2020-04-03","40"
"Southern","2020-04-03","48"
"Yau Tsim Mong","2020-04-03","60"
"Sham Shui Po","2020-04-03","15"
"Kowloon City","2020-04-03","35"
"Wong Tai Sin","2020-04-03","10"
"Kwun Tong","2020-04-03","29"
"Kwai Tsing","2020-04-03","19"
"Tsuen Wan","2020-04-03","14"
"Tuen Mun","2020-04-03","18"
"Yuen Long","2020-04-03","20"
"North","2020-04-03","11"
"Tai Po","2020-04-03","19"
"Sha Tin","2020-04-03","32"
"Sai Kung","2020-04-03","34"
"Islands","2020-04-03","25"
"Central & Western","2020-04-04","83"
"Wan Chai","2020-04-04","73"
"Eastern","2020-04-04","37"
"Southern","2020-04-04","43"
"Yau Tsim Mong","2020-04-04","59"
"Sham Shui Po","2020-04-04","13"
"Kowloon City","2020-04-04","34"
"Wong Tai Sin","2020-04-04","9"
"Kwun Tong","2020-04-04","30"
"Kwai Tsing","2020-04-04","19"
"Tsuen Wan","2020-04-04","11"
"Tuen Mun","2020-04-04","15"
"Yuen Long","2020-04-04","20"
"North","2020-04-04","14"
"Tai Po","2020-04-04","19"
"Sha Tin","2020-04-04","29"
"Sai Kung","2020-04-04","32"
"Islands","2020-04-04","25"
"Central & Western","2020-04-05","83"
"Wan Chai","2020-04-05","75"
"Eastern","2020-04-05","36"
"Southern","2020-04-05","43"
"Yau Tsim Mong","2020-04-05","58"
"Sham Shui Po","2020-04-05","12"
"Kowloon City","2020-04-05","35"
"Wong Tai Sin","2020-04-05","9"
"Kwun Tong","2020-04-05","31"
"Kwai Tsing","2020-04-05","20"
"Tsuen Wan","2020-04-05","11"
"Tuen Mun","2020-04-05","17"
"Yuen Long","2020-04-05","20"
"North","2020-04-05","14"
"Tai Po","2020-04-05","20"
"Sha Tin","2020-04-05","31"
"Sai Kung","2020-04-05","33"
"Islands","2020-04-05","26"
"Central & Western","2020-04-06","83"
"Wan Chai","2020-04-06","71"
"Eastern","2020-04-06","31"
"Southern","2020-04-06","38"
"Yau Tsim Mong","2020-04-06","55"
"Sham Shui Po","2020-04-06","11"
"Kowloon City","2020-04-06","37"
"Wong Tai Sin","2020-04-06","8"
"Kwun Tong","2020-04-06","31"
"Kwai Tsing","2020-04-06","18"
"Tsuen Wan","2020-04-06","9"
"Tuen Mun","2020-04-06","18"
"Yuen Long","2020-04-06","22"
"North","2020-04-06","13"
"Tai Po","2020-04-06","20"
"Sha Tin","2020-04-06","29"
"Sai Kung","2020-04-06","32"
"Islands","2020-04-06","25"
"Central & Western","2020-04-07","79"
"Wan Chai","2020-04-07","70"
"Eastern","2020-04-07","27"
"Southern","2020-04-07","38"
"Yau Tsim Mong","2020-04-07","54"
"Sham Shui Po","2020-04-07","11"
"Kowloon City","2020-04-07","36"
"Wong Tai Sin","2020-04-07","8"
"Kwun Tong","2020-04-07","31"
"Kwai Tsing","2020-04-07","19"
"Tsuen Wan","2020-04-07","7"
"Tuen Mun","2020-04-07","17"
"Yuen Long","2020-04-07","25"
"North","2020-04-07","13"
"Tai Po","2020-04-07","17"
"Sha Tin","2020-04-07","29"
"Sai Kung","2020-04-07","30"
"Islands","2020-04-07","23"
"Central & Western","2020-04-08","74"
"Wan Chai","2020-04-08","69"
"Eastern","2020-04-08","28"
"Southern","2020-04-08","35"
"Yau Tsim Mong","2020-04-08","58"
"Sham Shui Po","2020-04-08","11"
"Kowloon City","2020-04-08","34"
"Wong Tai Sin","2020-04-08","8"
"Kwun Tong","2020-04-08","32"
"Kwai Tsing","2020-04-08","19"
"Tsuen Wan","2020-04-08","9"
"Tuen Mun","2020-04-08","19"
"Yuen Long","2020-04-08","27"
"North","2020-04-08","14"
"Tai Po","2020-04-08","15"
"Sha Tin","2020-04-08","27"
"Sai Kung","2020-04-08","30"
"Islands","2020-04-08","22"
"Central & Western","2020-04-09","76"
"Wan Chai","2020-04-09","64"
"Eastern","2020-04-09","29"
"Southern","2020-04-09","34"
"Yau Tsim Mong","2020-04-09","57"
"Sham Shui Po","2020-04-09","11"
"Kowloon City","2020-04-09","35"
"Wong Tai Sin","2020-04-09","8"
"Kwun Tong","2020-04-09","33"
"Kwai Tsing","2020-04-09","18"
"Tsuen Wan","2020-04-09","9"
"Tuen Mun","2020-04-09","16"
"Yuen Long","2020-04-09","26"
"North","2020-04-09","13"
"Tai Po","2020-04-09","14"
"Sha Tin","2020-04-09","27"
"Sai Kung","2020-04-09","29"
"Islands","2020-04-09","21"
"Central & Western","2020-04-10","73"
"Wan Chai","2020-04-10","57"
"Eastern","2020-04-10","26"
"Southern","2020-04-10","33"
"Yau Tsim Mong","2020-04-10","52"
"Sham Shui Po","2020-04-10","9"
"Kowloon City","2020-04-10","33"
"Wong Tai Sin","2020-04-10","7"
"Kwun Tong","2020-04-10","32"
"Kwai Tsing","2020-04-10","18"
"Tsuen Wan","2020-04-10","10"
"Tuen Mun","2020-04-10","16"
"Yuen Long","2020-04-10","25"
"North","2020-04-10","12"
"Tai Po","2020-04-10","14"
"Sha Tin","2020-04-10","29"
"Sai Kung","2020-04-10","28"
"Islands","2020-04-10","21"
"Central & Western","2020-04-11","73"
"Wan Chai","2020-04-11","51"
"Eastern","2020-04-11","24"
"Southern","2020-04-11","28"
"Yau Tsim Mong","2020-04-11","42"
"Sham Shui Po","2020-04-11","7"
"Kowloon City","2020-04-11","31"
"Wong Tai Sin","2020-04-11","6"
"Kwun Tong","2020-04-11","24"
"Kwai Tsing","2020-04-11","17"
"Tsuen Wan","2020-04-11","9"
"Tuen Mun","2020-04-11","14"
"Yuen Long","2020-04-11","23"
"North","2020-04-11","12"
"Tai Po","2020-04-11","13"
"Sha Tin","2020-04-11","25"
"Sai Kung","2020-04-11","25"
"Islands","2020-04-11","20"
"Central & Western","2020-04-12","53"
"Wan Chai","2020-04-12","46"
"Eastern","2020-04-12","20"
"Southern","2020-04-12","26"
"Yau Tsim Mong","2020-04-12","37"
"Sham Shui Po","2020-04-12","7"
"Kowloon City","2020-04-12","28"
"Wong Tai Sin","2020-04-12","5"
"Kwun Tong","2020-04-12","22"
"Kwai Tsing","2020-04-12","16"
"Tsuen Wan","2020-04-12","9"
"Tuen Mun","2020-04-12","12"
"Yuen Long","2020-04-12","23"
"North","2020-04-12","11"
"Tai Po","2020-04-12","12"
"Sha Tin","2020-04-12","20"
"Sai Kung","2020-04-12","21"
"Islands","2020-04-12","20"
"Central & Western","2020-04-13","48"
"Wan Chai","2020-04-13","35"
"Eastern","2020-04-13","18"
"Southern","2020-04-13","25"
"Yau Tsim Mong","2020-04-13","32"
"Sham Shui Po","2020-04-13","6"
"Kowloon City","2020-04-13","24"
"Wong Tai Sin","2020-04-13","5"
"Kwun Tong","2020-04-13","17"
"Kwai Tsing","2020-04-13","15"
"Tsuen Wan","2020-04-13","8"
"Tuen Mun","2020-04-13","11"
"Yuen Long","2020-04-13","18"
"North","2020-04-13","8"
"Tai Po","2020-04-13","8"
"Sha Tin","2020-04-13","19"
"Sai Kung","2020-04-13","20"
"Islands","2020-04-13","17"
"Central & Western","2020-04-14","46"
"Wan Chai","2020-04-14","29"
"Eastern","2020-04-14","16"
"Southern","2020-04-14","20"
"Yau Tsim Mong","2020-04-14","25"
"Sham Shui Po","2020-04-14","4"
"Kowloon City","2020-04-14","24"
"Wong Tai Sin","2020-04-14","4"
"Kwun Tong","2020-04-14","16"
"Kwai Tsing","2020-04-14","12"
"Tsuen Wan","2020-04-14","8"
"Tuen Mun","2020-04-14","12"
"Yuen Long","2020-04-14","17"
"North","2020-04-14","7"
"Tai Po","2020-04-14","8"
"Sha Tin","2020-04-14","16"
"Sai Kung","2020-04-14","17"
"Islands","2020-04-14","13"
"Central & Western","2020-04-15","40"
"Wan Chai","2020-04-15","28"
"Eastern","2020-04-15","14"
"Southern","2020-04-15","16"
"Yau Tsim Mong","2020-04-15","23"
"Sham Shui Po","2020-04-15","2"
"Kowloon City","2020-04-15","23"
"Wong Tai Sin","2020-04-15","4"
"Kwun Tong","2020-04-15","13"
"Kwai Tsing","2020-04-15","13"
"Tsuen Wan","2020-04-15","7"
"Tuen Mun","2020-04-15","9"
"Yuen Long","2020-04-15","17"
"North","2020-04-15","7"
"Tai Po","2020-04-15","5"
"Sha Tin","2020-04-15","15"
"Sai Kung","2020-04-15","16"
"Islands","2020-04-15","12"
"Central & Western","2020-04-16","35"
"Wan Chai","2020-04-16","25"
"Eastern","2020-04-16","10"
"Southern","2020-04-16","10"
"Yau Tsim Mong","2020-04-16","21"
"Sham Shui Po","2020-04-16","2"
"Kowloon City","2020-04-16","20"
"Wong Tai Sin","2020-04-16","3"
"Kwun Tong","2020-04-16","10"
"Kwai Tsing","2020-04-16","12"
"Tsuen Wan","2020-04-16","6"
"Tuen Mun","2020-04-16","8"
"Yuen Long","2020-04-16","15"
"North","2020-04-16","7"
"Tai Po","2020-04-16","4"
"Sha Tin","2020-04-16","13"
"Sai Kung","2020-04-16","13"
"Islands","2020-04-16","6"
"Central & Western","2020-04-17","33"
"Wan Chai","2020-04-17","23"
"Eastern","2020-04-17","8"
"Southern","2020-04-17","6"
"Yau Tsim Mong","2020-04-17","17"
"Sham Shui Po","2020-04-17","1"
"Kowloon City","2020-04-17","15"
"Wong Tai Sin","2020-04-17","1"
"Kwun Tong","2020-04-17","10"
"Kwai Tsing","2020-04-17","9"
"Tsuen Wan","2020-04-17","4"
"Tuen Mun","2020-04-17","8"
"Yuen Long","2020-04-17","14"
"North","2020-04-17","6"
"Tai Po","2020-04-17","3"
"Sha Tin","2020-04-17","11"
"Sai Kung","2020-04-17","10"
"Islands","2020-04-17","6"
"Central & Western","2020-04-18","26"
"Wan Chai","2020-04-18","15"
"Eastern","2020-04-18","8"
"Southern","2020-04-18","3"
"Yau Tsim Mong","2020-04-18","14"
"Sham Shui Po","2020-04-18","1"
"Kowloon City","2020-04-18","12"
"Wong Tai Sin","2020-04-18","0"
"Kwun Tong","2020-04-18","8"
"Kwai Tsing","2020-04-18","7"
"Tsuen Wan","2020-04-18","3"
"Tuen Mun","2020-04-18","8"
"Yuen Long","2020-04-18","13"
"North","2020-04-18","6"
"Tai Po","2020-04-18","3"
"Sha Tin","2020-04-18","9"
"Sai Kung","2020-04-18","6"
"Islands","2020-04-18","6"
"Central & Western","2020-04-19","24"
"Wan Chai","2020-04-19","12"
"Eastern","2020-04-19","8"
"Southern","2020-04-19","3"
"Yau Tsim Mong","2020-04-19","14"
"Sham Shui Po","2020-04-19","1"
"Kowloon City","2020-04-19","11"
"Wong Tai Sin","2020-04-19","0"
"Kwun Tong","2020-04-19","7"
"Kwai Tsing","2020-04-19","6"
"Tsuen Wan","2020-04-19","3"
